user_name,pubtime,type,content,trans_num,comment_num,like_num,location,wb_type,,,,,,
飞翔的毛驴666,2020年08月12日17:43,0,龙王进京检查站堵车严重，估计要迟一会 2北京 ,,,,北京,原创,普通用户,,,,,
整形修复医生李海兵,2020年08月12日17:43,0,今天有顾客面诊时说：整形和下雨很相似，结果并不取决于你是否做好了准备，而是你是否选对了人#蕾士悦整形# ,,,1,,原创,个人认证,,,,,
天天开心哩,2020年08月12日17:43,0,我记得好几年前，北京也是这个时候老是下雨，然后有一天天气预报说北京会有特大暴雨，还是蓝色预警啥的，搞得老紧张了，消防抽水车都准备好了，然后到了下午公司就让收拾收拾早点下班了，各方面都严阵以待，结果雨一直都没下，然后，雨下偏下到天津去了 ,,,1,,原创,普通用户,,,,,
春橘醒醒,2020年08月12日17:43,0,可以一边看窗外的暴雨一边恰小龙虾 ,,,1,,原创,个人认证,,,,,
Folklore想涨工资,2020年08月12日17:43,0, 今天在家办公别明天要去上班了又暴雨毕竟也不是第一回经历这事…幸好我老公@硬糖少女303-赵粤出差去上海了 ,,2,,,原创,,,,,,
YIBO沫夏·,2020年08月12日17:43,0,所以北京到底下雨没？就一直在听说，什么个情况啊 ,,,1,,原创,个人认证,,,,,
蜩鸣仲夏,2020年08月12日17:43,0,下了个寂寞 ,,,,,原创,,,,,,
张林613,2020年08月12日17:43,0,怎么都在说北京? ,,,,,原创,普通用户,,,,,
卷土不再重来,2020年08月12日17:44,0,你以为的北京暴雨和实际上的北京暴雨 ,,,,,原创,个人认证,,,,,
不动产Vivi,2020年08月12日17:44,0,我还在纠结要不要外送点小龙虾  2北京 ,,,,北京,原创,,,,,,
叶子二三两,2020年08月12日17:44,0,唉，广东今天一直在下雨，想组个 都莫得 ,,2,1,,原创,普通用户,,,,,
紫渊幽蝶归来,2020年08月12日17:44,0,天津也预警了，到底下不下呀！我家先生因为这场雨留在单位应急！ ,,,,,原创,普通用户,,,,,
西安中院,2020年08月12日17:44,0, 【雨天开车技巧 司机在雨天行车时请及时开启示廓灯和雾灯，适当增大跟车距离，保持安全车速，注意观察道路情况，遇情况提前采取制动、减速措施，避免紧急制动、紧急转向，以防车辆侧滑发生危险。（来源：@北京交警 ） ,,17,7,,原创,,,,,,
超超起起超起,2020年08月12日17:44,0,→北京暴雨给我航班取消了。→改火车，滴滴到火车站把伞落到车上了。手机没电，在火车站也不敢玩，上车赶紧充了半天。中午出来穿的短裤，没给空调吹死。→坐火车到呼市了，下雨还没伞，赶紧买个充电宝，碰见比格自助了，寻思就吃这个吧，收银问我几个人，我说一个人的时候她奇怪的看了我一眼……进来找个了隐秘的角落悄悄吃。→囧途进行了50%了 ,,7,,,原创,普通用户,,,,,
科学答人,2020年08月12日17:44,0,【探索答答已上线 |今夜，其实还有另一场“雨”……科学答人#科普中国·科学答人# 今晚，“北半球三大流星雨”之一的英仙座流星雨将准时迎来极大期。在天气、光污染状况允许的地区，非常适合观赏这另一场“雨”。 ,,,,,原创,个人认证,,,,,
撒么历险记,2020年08月12日17:44,1, 传说中史无前例的特大暴雨，至今只下了一共不到半小时，坐标朝阳 ,1,4,,,原创,,,,,,
南笙·北木,2020年08月12日17:44,0,看热闹的一天 ,,,,,原创,个人认证,,,,,
诛砂,2020年08月12日17:44,0,#碎碎念# 作为正在死等暴雨的首都人民我心情非常复杂。。我已经出去看了好几次湿度计了。。天还没黑湿度70。。很少见的北京湿度。。。又去北阳台看了看风。。似乎有点起风了。又去老小区（他们在北边，我现在在南边。打车距离25公里左右。。）业主群看了看大家的各种直播，哪儿下了哪儿没下。。然后看到一兄弟说。。“全北京人民都在等暴雨。。就像初恋的少女在等男友，你怕他不来，又怕他乱来。”。。。。。。真尼玛艹了。。是死是活来一刀啊！！！ ,2,15,8,,原创,个人认证,,,,,
摸鱼的可爱的鱼,2020年08月12日17:45,0,600年的故宫仅凭一张照片就悄悄上了热搜，这就是实力！！ ,,1,16,,原创,,,,,,
湛泸剑,2020年08月12日17:45,1,【气象灾害预警｜北京西部和东北部沿山地区、陕西南部、四川盆地北部等地部分地区有大暴雨，局地有特大暴雨天气据中央气象台消息：O8月12日20时至13日20时 ，内蒙古东部、东北地区南部、华北东部和南部、西北地区东南部、四川盆地、云南西部和南部、华南沿海等地部分地区有大到暴雨，其中，北京西部和东北部沿山地区、陕西南部、四川盆地北部等地部分地区有大暴雨，局地有特大暴雨（250～280毫米）。内蒙古中部、辽东半岛、山东半岛等地部分地区有4～6级风。【华北和西南地区等地将有强对流天气据中央气象台消息：预计O8月12日20时至13日20时 ，内蒙古东南部、黑龙江西南部、吉林、辽宁、陕西南部、山西南部、河北北部和东部、北京、天津、山东中北部、河南西部、四川东部和南部、贵州西南部、云南东部和西南部、广东、海南岛等地的部分地区将有短时强降水天气，小时雨强20-60毫米，局地可达80毫米以上；另外，内蒙古东南部、吉林西南部、辽宁西部、河北北部、山东北部等地的局地将有雷暴大风或冰雹天气。据中央气象台O8月12日18时继续发布暴雨橙色预警： 预计，O8月12日20时至13日20时 ，内蒙古东部、东北地区南部、华北东部和南部、西北地区东南部、四川盆地、云南西部和南部、华南沿海等地部分地区有大到暴雨，其中，北京西部和东北部沿山地区、陕西南部、四川盆地北部等地部分地区有大暴雨，四川盆地北部局地有特大暴雨（250～280毫米）。上述部分地区伴有短时强降水（最大小时降雨量20～60毫米，局地可超过80毫米），局地有雷暴大风等强对流天气。据自然资源部与中国气象局O8月12日18时联合发布地质灾害气象风险预警： 预计，O8月12日20时至8月13日20时 ，四川中部和北部、甘肃南部、陕西西南部、北京西部和北部等地的部分地区发生地质灾害的气象风险较高（黄色预警）。请当地居民注意防范降水引发的地质灾害，尤其是地质灾害隐患点附近区域。（中央气象台） ,,,2,,原创,,,,,,
肆月阿-,2020年08月12日17:45,0,下了一场现在地都干了… ,,,,,原创,个人认证,,,,,
变身小迷妹0,2020年08月12日17:45,0,哈哈哈哈哈哈哈哈哈，所以我的龙虾局不用取消了，继续 ,,1,,,原创,普通用户,,,,,
居安则思巍,2020年08月12日17:45,0,我都摆好 了，结果你……就这…… ,,,,,原创,普通用户,,,,,
橘子蛋挞好吃吗,2020年08月12日17:45,0,龙王没进来呀，吃晚饭去了 ,,,,,原创,普通用户,,,,,
谷小白i,2020年08月12日17:45,0,今天的四海龙王被你们玩坏了 ,,,3,,原创,,,,,,
捞一碗月光呀,2020年08月12日17:45,1, 大兴又开始下了，没法做饭了，吃速食小龙虾吧  ,,,1,,原创,,,,,,
努力成为大佬中,2020年08月12日17:45,0,期待了一天的暴雨还没到，想着如果下雨就不上班，结果还出了太阳，现在下班了，它还没下 ,,,,,原创,普通用户,,,,,
西红柿正经首富,2020年08月12日17:45,0,有被冒犯到 ,,,,,原创,,,,,,
一只岚细线,2020年08月12日17:45,0,雨还在下像在寻你它敲我的窗说找不到你雨下整夜我的爱溢出就像雨水院子落叶跟我的思念厚厚一叠雨一直下气氛不算融洽在同个屋檐下你渐渐感到心在变化赵小棠你感受到我在想你了吗@THE9-赵小棠 ,,,,,原创,普通用户,,,,,
陈陈王,2020年08月12日17:45,0,啥也不是 ,,,,,原创,普通用户,,,,,
锦瑟冷冷,2020年08月12日17:45,0,哈哈哈哈 让我吃着龙虾瞅瞅 ,,,,,原创,个人认证,,,,,
清橘416,2020年08月12日17:45,0,下雨天配龙虾，喝可乐，完美 ,,,,,原创,个人认证,,,,,
周至法院,2020年08月12日17:45,0, 【雨天开车技巧 司机在雨天行车时请及时开启示廓灯和雾灯，适当增大跟车距离，保持安全车速，注意观察道路情况，遇情况提前采取制动、减速措施，避免紧急制动、紧急转向，以防车辆侧滑发生危险。（来源：@北京交警 ） ,,1,1,,原创,官方认证,,,,,
Stephy·o·,2020年08月12日17:45,0,下了个寂寞车上的灰都没冲干净 ,,1,1,,原创,普通用户,,,,,
w敏敏敏敏m,2020年08月12日17:45,0,我哭了，我装的。#北京的暴雨对不起观众# ,,,1,,原创,普通用户,,,,,
ChristineChannel_,2020年08月12日17:46,0,穿拖拉板儿穿了个寂寞，北京的暴雨呵呵 ,,,,,原创,普通用户,,,,,
巴黎夜话丶,2020年08月12日17:46,0,奶精的头盔 jf贴，互捞（指路回（不回主）今天北京暴雨，早吃饭饭，早睡觉@UNIQ-王一博,,24,,,原创,普通用户,,,,,
小树不坏,2020年08月12日17:46,0, 今晚再点外卖是不是不太合适？不点外卖又不知道吃啥。留给我选择的时间不多了。  ,,6,1,,原创,个人认证,,,,,
清和拾柳,2020年08月12日17:46,0,我都摆好了 结果就这？ ,,,,,原创,,,,,,
青春同路人0,2020年08月12日17:46,0,哈哈哈哈哈哈哈哈 ,,,,,原创,普通用户,,,,,
千厘1,2020年08月12日17:46,0,人在海淀就这点雨还暴雨？？？？真是黑人问号脸？？？ 2北京·海淀区 ,,,,北京·海淀区,原创,普通用户,,,,,
#NAME?,2020年08月12日17:47,0,就这 笑吐了 ,,,,,原创,,,,,,
拯救宇宙的凯文,2020年08月12日17:47,0,这雨还下不下了，今天我都请假了 一天不下所谓的暴雨?? ,,2,,,原创,普通用户,,,,,
玺子的xtt,2020年08月12日17:47,0,估计龙王迷路了，来我们这了。龙王呀，北京我们在旁边 2保定 ,,,,保定,原创,普通用户,,,,,
今天改叫10号小火锅,2020年08月12日17:47,0,我家这边刚刚哗啦啦下了一阵，半下午天都黑了，阻挡了我出去买可乐的脚步 ,,,1,,原创,个人认证,,,,,
一脸嬉爱,2020年08月12日17:47,0,短暂的下了五分钟 ,2,,,,原创,个人认证,,,,,
居居居一拢龙,2020年08月12日17:47,0, 下雨天就应该吃吃小龙虾喝喝冰阔落  ,,,,,原创,个人认证,,,,,
福建新闻广播fm1036,2020年08月12日17:47,0,#1036动新闻# 【#北京开启降雨模式#   据北京气象局称，8月12日，北京迎来2020年入汛以来最强降雨。14时左右，北京大兴、丰台、石景山、延庆、怀柔等多个区域已出现降雨。同时，有网友表示朝阳、西城、东城等地也已出现降雨。（王世博） ,1,1,,,原创,官方认证,,,,,
maomao_cyw,2020年08月12日17:47,0,全下在微博里了 我等了一天的雨呢( ?? θ ?? ) ,,,2,,原创,,,,,,
黑猫警长是小乖乖,2020年08月12日17:47,0,怎么肥事我刚感慨完另外两个热搜，肿么点进这个有点尴尬呢！下个雨上了几个热搜了，还是首都有排面 ,,2,1,,原创,个人认证,,,,,
·冬樱吹雪·,2020年08月12日17:48,0,哼…就这？龙王：是不是看不起我 ,,,,,原创,个人认证,,,,,
mojomojo电影,2020年08月12日17:48,0,【 是什么样子呢？ 《爱情麻辣烫》：二十年前的北京，一场北京暴雨，两个相爱的人站在桥上看雨起看雨停！  ,,,7,,原创,个人认证,,,,,
深圳网警,2020年08月12日17:48,0, 你以为你以为的是你以为的吗？台风年年见的广东人民提醒大家，夏季暴雨多发，掌握一些暴雨预防及避险自救的方法很有必要！愿大家平安健康！#成都4位大妈暴雨积水中打麻将# ,,3,4,,原创,官方认证,,,,,
陇南成县法院,2020年08月12日17:48,1,【：雨水沿红墙瓦檐呈珠帘状落下8月12日，北京迎来强降雨。故宫太和殿门前大雨滂沱，大风吹着雨水跑，游客在暴雨中艰难前行，雨水沿红墙瓦檐呈珠帘状落下。小新在此提醒，暴雨天气，请大家注意防范。 ,,,,,原创,官方认证,,,,,
breakingbog,2020年08月12日17:48,0,说今天北京暴雨，弄得我出门儿紧张兮兮的，在商场里看不到雨究竟与有多大，还总是问在家里的朋友下了吗下了吗下了吗大不大大不大，结果一路上没淋到雨还弄得我齁害怕 ,,,,,原创,,,,,,
六斤騳味儿,2020年08月12日17:48,1,这暴雨可真是大啊，朋友在考虑点小龙虾配着可口可乐啦 ,,,1,,原创,,,,,,
会有人咬你的小指头_,2020年08月12日17:48,0,就这？就这？？？ ,,,,,原创,普通用户,,,,,
雾星_食杂店,2020年08月12日17:48,0,北京暴雨一直轰隆轰隆打雷 ,,,,,原创,个人认证,,,,,
玻璃晴朗橘子辉煌il,2020年08月12日17:48,0,多大呀，我们这下雨了，下雨天和可乐小龙虾更配哦 ,,,,,原创,,,,,,
西红柿正经首富,2020年08月12日17:48,0,这个话题怎么那么多朱一龙水军蹭热度，太不要脸了吧，请问这个话题跟你家代言人的什么可乐有什么关系啊？ ,,,,,原创,,,,,,
凌子Finnie凌子,2020年08月12日17:48,0,这个大雨可能下了个寂寞...感觉地都快干了 ,,10,15,,原创,,,,,,
Yumo·照山白,2020年08月12日17:48,0,怎么觉得。。。北京没下的暴雨全下我家这儿了 之前连着下了一个星期也没下这么大可能还没走到北京 北京的亲们再等等～ ,,,,,原创,普通用户,,,,,
东风行201505,2020年08月12日17:48,1,#腾讯新闻# 实拍北京暴雨侵袭：大水从天灌下 或出现极端降雨O实拍北京暴雨侵袭：大水从天灌下 或出现极端降雨 L实拍北京暴雨侵袭：大水从天灌下 国旗迎狂风飘扬 或出现极端降雨 来自@腾讯新闻 ,,,,,原创,,,,,,
甜·葵·,2020年08月12日17:49,0,全下wb里了 ,,3,1,,原创,个人认证,,,,,
星河梦清,2020年08月12日17:49,0,虽然人不在北京但是依然期待我们这儿能有一场大雨实在太热了 ,,,,,原创,普通用户,,,,,
茶色小鸟er,2020年08月12日17:49,0, 那是你所在的位置下的不大而已 代表不了全部 常营这下的很大  ,,,,,原创,,,,,,
坤坤的欣欣K,2020年08月12日17:49,0,我去哈哈哈哈 打扰了 ,,,,,原创,,,,,,
知狸的职场说,2020年08月12日17:49,0,你以为的北京暴雨 vs 实际上的北京暴雨 ,,,1,,原创,普通用户,,,,,
c怪怪朋友,2020年08月12日17:49,0, 做好了下班蹚水的准备 然而……骑上我的小车车??♀?肥家咯～ 2北京·国航世纪大厦 ,,1,5,北京·国航世纪大厦,原创,普通用户,,,,,
一百分钟热度,2020年08月12日17:49,0,又看到北京暴雨的热搜记得以前的每个暑假北京有一段时间 傍晚开始下大暴雨第二天早上若无其事一样放晴日复一日 ,,,,,原创,普通用户,,,,,
可爱零分的刚boy,2020年08月12日17:49,0,这么草率的暴雨? ,,,,,原创,个人认证,,,,,
沐橘泡泡-,2020年08月12日17:49,0,不急不急，先来个可乐龙虾吃饱喝足有力量 ,,,,,原创,普通用户,,,,,
居居居居居居拢龙啊,2020年08月12日17:49,0,小心暴雨呀，我就窝在学校里吃小龙虾了 ,,,,,原创,普通用户,,,,,
张昕宇梁红,2020年08月12日17:49,0, ???小伙伴们一定要注意防范呀～～ ,3,33,205,,原创,个人认证,,,,,
只要我跑得快别人就追不上,2020年08月12日17:49,0,北京没下暴雨（不知道下没下）反正我家下了下了一下午 ,,,,,原创,普通用户,,,,,
长情啊长情,2020年08月12日17:49,0, 8月12日，龙宫首脑会议在北京展开，据不可靠消息称，因为疫情影响，海外布雨归来的南海龙王尚在集中隔离期，而东海龙王由于没有健康码和进京证，也尚未进京，因此导致会议延期  2北京·四惠 ,,,4,北京·四惠,原创,,,,,,
中年少女K姐,2020年08月12日17:49,0,给你分享北京暴雨前的天空 @许凯soso O绿洲 ,,3,1,,原创,个人认证,,,,,
我的名字叫桃小瑶,2020年08月12日17:49,1,哇哦 下了下了。 ,,,,,原创,普通用户,,,,,
张云龒,2020年08月12日17:50,0,报道称晚上的雨大，也很庆幸白天没怎么下。不耽误工作和办事情！  ,,3,1,,原创,,,,,,
寵歆cf,2020年08月12日17:50,0,有一说一 北京这次暴雨据我所知已经上了三个热搜啦，这要是今天不下的让大家满意，怕是不好收场呀我打算晚上喝点可乐吃点小龙虾，看着重启极海听雷等着暴雨啥时候来了。 ,,,7,,原创,,,,,,
中国新闻社,2020年08月12日17:50,1,【#北京降雨避开早晚高峰# 19时后降雨将明显加强 13日8时降雨结束据北京市气象台消息，12日京津冀地区出现大范围降雨天气，北京地区平均雨量达中雨，局地大雨，房山和昌平个别点暴雨；部分地区出现7级以上短时大风；12日11时至16时，全市平均降雨量11.1毫米，城区平均12.9毫米，最大降雨出现在房山西石门60.4毫米。根据目前资料分析，预计当前到12日夜间全市有大雨到暴雨，局地大暴雨，并伴有雷电和9～10级短时大风。强降雨时段在19时至13日02时，02时之后降雨逐渐减弱，08时前后结束。全市平均降雨量40～80毫米，城区50～70毫米；西部、北部沿山及浅山区一带局地可能达到200毫米以上，最大小时雨强可达80～100毫米。 ,,1,6,,原创,,,,,,
红头公主,2020年08月12日17:50,0, 这雨比楚雨寻跟慕容云海分手那场雨还大 ,,,,,原创,普通用户,,,,,
亦亦随风,2020年08月12日17:50,0,等了一天了，营销过度啊，路转黑了 ,,2,2,,原创,普通用户,,,,,
地产财富Club,2020年08月12日17:50,0, 全北京都在等雨公园关门了航班取消了在家办公了路政蹲桥了井盖打开了今天的北京，不下雨都不行了，气氛已经烘托到这儿了。。。。。 ,,,14,,原创,,,,,,
祐子-,2020年08月12日17:50,0,我以为北京暴雨??cf这挨着也得挺严重....结果看热搜就下了十分钟，这云飘了四五个小时终于到了 ,,,1,,原创,,,,,,
临汾逛吃地图,2020年08月12日17:50,0,某可乐品牌没钱买热搜？ 2临汾 ,,1,4,临汾,原创,个人认证,,,,,
魔力耳朵少儿英语,2020年08月12日17:50,0,?全网都在等的大暴雨！它来了！?一键get关于大暴雨的各种英文表达！我能送你回家吗，可能外面要下雨啦   ,,,3,,原创,普通用户,,,,,
皮蛋是一种黑暗料理,2020年08月12日17:50,0,莫不是等了个寂寞？ 整个朋都在等北京的蓝色预警大风暴雨，你瞧地面都快干了，莫不是等了个寂寞？ O绿洲 ,,,,,原创,普通用户,,,,,
想唱歌的小青蛙,2020年08月12日17:50,0,远离北京暴雨，迎接广州暴雨 2广州 ,,,,广州,原创,普通用户,,,,,
水中微澜ing,2020年08月12日17:50,0, 别问了，问就是龙王没有绿码正在被隔离 ,,,,,原创,普通用户,,,,,
小绿萝卜的微博,2020年08月12日17:50,0,北京要是不下暴雨，都对不起我提前下班回家 ,,,,,原创,普通用户,,,,,
藏芝士高手,2020年08月12日17:50,0,一天了不差这会儿，麻烦再坚持一个小时，等我到家再下 ,1,,,,原创,个人认证,,,,,
O_o陈宇小弟852085,2020年08月12日17:51,0, 瞬息万变瞬息万变。 ,,,,,原创,个人认证,,,,,
一品带爱侍卫,2020年08月12日17:51,0,为了躲这场雨都出京了，结果就这？ 2秦皇岛 ,,6,3,秦皇岛,原创,普通用户,,,,,
白白鱼10,2020年08月12日17:51,0, 龙王：别嚣张，我还在来的路上 ,,,,,原创,,,,,,
敢动派-老蔡,2020年08月12日17:51,0,航班下雨延误后续...#聊一毛钱的#  ,,2,3,,原创,个人认证,,,,,
拒绝将就_,2020年08月12日17:51,0, 龙王说今天进京证不好办，要等等。 2北京 ,,1,3,北京,原创,个人认证,,,,,
·宁有点饿·,2020年08月12日17:51,0,此处艾特昨晚连夜飞去长沙@MD_摩登兄弟 哈哈哈哈哈哈哈 ,,,,,原创,个人认证,,,,,
弯眉包豪斯,2020年08月12日17:51,0, 老龙王可能困在保定了，看看隔壁的保定，大型观光旅游项目，欢迎光临威尼斯保定分部，看来高考必修课应该加上划船了视频来自朋友圈可爱的保定人民 2保定 O网页链接 ,,6,30,保定,原创,,,,,,
楠友力max,2020年08月12日17:51,0,北京下没下不知道，我家这里下的但是挺大 ,,,,,原创,普通用户,,,,,
Chyy3,2020年08月12日17:51,0,说好的大雨呢 ,,,,,原创,普通用户,,,,,
毛毛白酷,2020年08月12日17:51,0, 是不是还没开始啊哈哈哈 ,,,,,原创,普通用户,,,,,
我好喜欢下班啊,2020年08月12日17:51,0,还是要为北京有关部门点赞哈哈这么一通预警真的看出来是真的在乎老百姓的生命财产安全了～～虽然等了一天的雨但不下也没关系哈哈哈哈 ,,,,,原创,普通用户,,,,,
丸子头的妹纸,2020年08月12日17:51,0,感觉要下了，看到一片黑乌云飘过来了 ,,,,,原创,普通用户,,,,,
#NAME?,2020年08月12日17:51,0,回宿舍等雨 2北京 ,,6,5,北京,原创,,,,,,
不吃炸糕馅儿,2020年08月12日17:51,0,我以为的北京暴雨，像《重启之极海听雷》里吴邪吐血晕倒时那么大；像《镇魂》里沈巍求医时那么大。 ,,,1,,原创,个人认证,,,,,
夏末-暖洋,2020年08月12日17:51,0,【投票今天你那边天气如何呢？ 你那边天气如何呢？ ,,,,,原创,普通用户,,,,,
隆冬二傻,2020年08月12日17:51,0, 你以为的北京暴雨比依萍去找她爹要钱那天都大。 ,,,,,原创,普通用户,,,,,
秦大强plus,2020年08月12日17:52,0,说好的北京暴雨居家办公呢？这比不下雨人都多。 ,,,,,原创,普通用户,,,,,
桔灯红酒,2020年08月12日17:52,0,暴雨天不要出门，宅在家喝可口可乐配?吧 ,,,,,原创,普通用户,,,,,
此道名为临渊,2020年08月12日17:52,0, 为了今天这场暴雨，特意推掉了饭局，在家里准备看雨景，结果等了个寂寞还我小龙虾！还我可乐！ ,,,1,,原创,个人认证,,,,,
Tay_Zhi,2020年08月12日17:52,0,我到家追了两集电视剧，看了个电影了。这雨，还没下起来。 ,,,,,原创,,,,,,
文娱与法曹文龙,2020年08月12日17:52,0,等不来北京的暴雨，你可以等来眼馋你家石榴红了的，路人龙啊 2北京·中国国际经济贸易仲裁委员会 ,,,,北京·中国国际经济贸易仲裁委员会,原创,普通用户,,,,,
新疆妮S五楠心Jing54,2020年08月12日17:52,0,西游记 第15集 孙悟空 会告诉你北京下雨??的情况啊北京街拍#闪电##雷击#等孙悟空的一声令下吧??西游记 @六小龄童风雨雷电快来吧  ,,,,,原创,个人认证,,,,,
桃·之夭夭,2020年08月12日17:52,0,哈哈哈哈哈哈哈哈“那四位神仙都不在家” ,,,1,,原创,个人认证,,,,,
奋飞学历提升-旅行规划,2020年08月12日17:52,0,尝登广武，观楚、汉战处，叹曰：‘时无英雄，使竖子成名！然阮籍猖狂，岂效穷途之哭！ 怎么狂怎么惨，古今一样 ,,,,,原创,,,,,,
王霞-般若,2020年08月12日17:52,0,李红亮大家脑洞挺大的，看电视看多了。 ,,,,,原创,,,,,,
新乡圈儿,2020年08月12日17:52,0,新乡   ,,,2,,原创,个人认证,,,,,
张妃81,2020年08月12日17:52,0,我这里上午也下了暴雨 ,,1,1,,原创,,,,,,
小张同学超幸运,2020年08月12日17:52,0,就因为这个破天气死我了? ,,,,,原创,普通用户,,,,,
阿迁有个小橘子vi,2020年08月12日17:52,0,下雨天来 更配哦 ,,,2,,原创,个人认证,,,,,
zjstar-allallj,2020年08月12日17:52,0,为什么你以为的北京暴雨没发生，因为它下在了河北 ,,,1,,原创,普通用户,,,,,
快快乐乐小游戏,2020年08月12日17:52,0,北京发布暴雨黄色预警，预计明后天将出现大雨到暴雨天气  ,,,,,原创,个人认证,,,,,
Air_不得,2020年08月12日17:52,0,北京的暴雨是匀给我了么 2郑州·郑州盛昌源国际酒店 ,,,,郑州·郑州盛昌源国际酒店,原创,普通用户,,,,,
小情绪萌mm,2020年08月12日17:53,0,差不多行了 以后气象局还敢提前预警吗 提前防范总好过灾后弥补 ,,,,,原创,普通用户,,,,,
ceeeeeeekry,2020年08月12日17:53,0,请问雨下到哪里了 我现在叫外卖的话外卖小哥不会打我吧 ,,3,,,原创,普通用户,,,,,
哈尔滨气象,2020年08月12日17:53,0,你以为的北京暴雨和目前实际的雨 小编看了下雷达你们要的北京暴雨马上就到货了下班路上会异常艰难注意安全  ,1,9,4,,原创,,,,,,
正版兔兔的兔兔,2020年08月12日17:53,1,北京雨这么大啊，隔壁天津朋友抱着小龙虾在被子里瑟瑟发抖?? ,,,,,原创,,,,,,
退堂鼓黑带大师,2020年08月12日17:53,0,北京的暴雨就像上海的台风，雷声大雨点小 ,,,,,原创,普通用户,,,,,
陕西公安,2020年08月12日17:53,0,【#北方迎入汛最大暴雨#！收好这份暴雨天安全避险指南8月12日，中央气象台发布暴雨黄色预警，12日8时至13日8时，全国多地将有大到暴雨，局地可能出现雷暴大风等强对流天气。据中国天气网，北京地区将在18时至22时降雨最为猛烈，本轮强降雨将于明早结束。暴雨来临时，易出现积水、雷击、触电、坠物砸伤等安全隐患，请记住以下避险方法?? ,3,1,,,原创,官方认证,,,,,
科技北京,2020年08月12日17:53,0,#科普北京# 市气象台今早6时发布了最新预报：今天白天，北京多云转阴有中到大雨，伴有雷电，北风二级左右转东风三四级，最高气温29℃；今天夜间，北京有大雨到暴雨（伴有雷电）转多云，东转北风三四级，最低气温23℃。暴雨来临，汛期健康防护七提醒：O科普时间｜暴雨来临，汛期健康防护七提醒 ,,,,,原创,,,,,,
浴涼溪澈,2020年08月12日17:54,0,等了一天的特大暴雨，结果落得一场空！? 2北京·南海子公园-观鹿台 ,,1,2,北京·南海子公园-观鹿台,原创,普通用户,,,,,
mymymymyyyyyy,2020年08月12日17:54,0,可能是龙王进京被隔离了 ,,,1,,原创,,,,,,
艾拢,2020年08月12日17:54,0,哈哈哈大家都在等着雨神来 ，本来的 又可以约起来了 ,,,,,原创,普通用户,,,,,
朕躬甚好又胖些了,2020年08月12日17:54,0,北京：我要下暴雨了，颤抖吧北京：骗你的，我装的。 ,,1,,,原创,普通用户,,,,,
豆儿·YA,2020年08月12日17:54,1,VLOG25丨mini vlog——今日，北京，有雨??！？ 昨天被各种预报刷屏，本来今天要出门，各种胆颤心惊。今早睁眼，大太阳还在，发现有戏，赶紧收拾出门去姥爷家，到了姥爷家，哗啦啦开始下雨??，没一会儿就停了。为了避开接下来可能的大雨，待了1小时又急匆匆往回赶，刚出地铁就看见哗啦啦的雨?，心塞，撑着伞走了没5分钟，雨停了。??。不过我的小伞还是成功变身了~ 感谢天气给力，没把我淋在外边。 在写微博的现在，下起了小雨,,,,,原创,个人认证,,,,,
大大小小糊涂,2020年08月12日17:54,0,#北京大雨#出去淋了一下 好喜欢瞬间被浇透的感觉想找人一起雨中跑步??♀? ,,,2,,原创,普通用户,,,,,
缘橘笙高高,2020年08月12日17:54,1,只是毛毛细雨啊 ,,,,,原创,普通用户,,,,,
区块链,2020年08月12日17:54,0,我分享了话题已经快下午6点了，气氛逐渐凝结，且尴尬 ,,,2,,原创,普通用户,,,,,
-七只橘子-,2020年08月12日17:54,0, 快下雨吧，热死我了，想赶紧回家开着空调来个,,,,,原创,,,,,,
天津地铁运营,2020年08月12日17:54,0,#与您相关# 【强降雨期间天津轨道交通持续推出便民举措天津地铁2号线加开接驳列车畅通回家路 8月12日，天津地铁2号线末班车后，以滨海国际机场站为始发站，以曹庄站为终点站，单方向加开5列临时客运列车，行车间隔15分钟。滨海国际机场站运营时间由原来的22:55延长至次日00:00。加开临时客运列车期间，2号线沿途各车站“只出不进”，各车站预留1-2个出入口作为出站口，保障乘客有序疏散。详情请乘客留意地铁站内相关提示信息，如有疑问，可向车站工作人员或拨打运营服务热线85568890进行咨询。运营集团将始终秉承“快捷无忧 贴心一路”的服务理念，为乘客打造“暖心”旅程。@今晚报?@津云?@天津发布?@天津8890?@天津交通广播?@天津广播@天津交通运输?@天津日报?@每日新报 ?@奏耐天津@天津地铁运营?@中国交通@交通发布@网信天津?@津彩青春@新浪天津@文明天津?@平安公交 ,12,3,12,,原创,,,,,,
黄胤铭YinMing,2020年08月12日17:54,0,大哥你怎么变成大嫂了 2广州·新市  ,2,8,6,广州·新市,原创,,,,,,
三湘都市报,2020年08月12日17:54,0, 【受华北天气影响，长沙-北京部分航班延误和取消记者刚刚获悉，受华北天气导致流控影响，南航湖南分公司8月12日CZ3127/长沙-北京/12:15分、CZ3141/长沙-北京/14:35分航班延误时间较长，另外CZ3147（长沙-北京大兴段）、CZ3142（大兴-长沙）航班取消，补班时间待定，CZ3979/80航班取消不补。对于航班延误和取消，南航客服中心、直属售票处、销售代理将通过短信、电话、邮件等方式通知到受影响的旅客，同时将为旅客妥善办理退票或变更服务。请旅客关注航班动态，可拨打84799333、95539或关注南航微信cs95539，提前确认航班信息。（记者 和婷婷） ,,,,,原创,官方认证,,,,,
